Anno,Codice Istat,Comune,Densità
2009,28051,Megliadino San Fidenzio,128,59
2009,28052,Megliadino San Vitale,133,38
2009,28053,Merlara,136,26
2009,28054,Mestrino,559,59
2009,28055,Monselice,348,57
2009,28056,Montagnana,211,66
2009,28057,Montegrotto Terme,720,59
2009,28058,Noventa Padovana,1.501,94
2009,28059,Ospedaletto Euganeo,276,07
2009,28060,Padova,2.292,67
2009,28061,Pernumia,299,77
2009,28062,Piacenza d'Adige,76,08
2009,28063,Piazzola sul Brenta,268,57
2009,28064,Piombino Dese,317,49
2009,28065,Piove di Sacco,536,77
2009,28066,Polverara,303,23
2009,28067,Ponso,222,84
2009,28068,Pontelongo,368,89
2009,28069,Ponte San Nicolò,984,59
2009,28070,Pozzonovo,151,51
2009,28071,Rovolon,170,11
2009,28072,Rubano,1.051,16
2009,28073,Saccolongo,356,64
2009,28074,Saletto,254,81
2009,28075,San Giorgio delle Pertiche,526,22
2009,28076,San Giorgio in Bosco,224,27
2009,28077,San Martino di Lupari,542,72
2009,28078,San Pietro in Gu,258,88
2009,28079,San Pietro Viminario,222,33
2009,28080,Santa Giustina in Colle,403,13
2009,28081,Santa Margherita d'Adige,187,01
2009,28082,Sant'Angelo di Piove di Sacco,515,93
2009,28083,Sant'Elena,260,56
2009,28084,Sant'Urbano,68,62
2009,28085,Saonara,740,96
2009,28086,Selvazzano Dentro,1.131,22
2009,28087,Solesino,696,89
2009,28088,Stanghella,225,63
2009,28089,Teolo,284,57
2009,28090,Terrassa Padovana,172,18
2009,28091,Tombolo,744,32
2009,28092,Torreglia,331,44
2009,28093,Trebaseleghe,406,55
2009,28094,Tribano,231,66
2009,28095,Urbana,128,29
2009,28096,Veggiano,274,14
2009,28097,Vescovana,74,48
2009,28098,Vighizzolo d'Este,54,59
2009,28099,Vigodarzere,641,01
2009,28100,Vigonza,657,03
2009,28101,Villa del Conte,319,31
2009,28102,Villa Estense,146,5
2009,28103,Villafranca Padovana,404,37
2009,28104,Villanova di Camposampiero,478,44
2009,28105,Vo,167,7
2009,28106,Due Carrare,334,77
2009,29001,Adria,180,51
2009,29002,Ariano nel Polesine,58,17
2009,29003,Arquà Polesine,144,85
2009,29004,Badia Polesine,244,85
2009,29005,Bagnolo di Po,66,17
2009,29006,Bergantino,143,74
2009,29007,Bosaro,241,17
2009,29008,Calto,75,82
2009,29009,Canaro,88,78
2009,29010,Canda,65,14
2009,29011,Castelguglielmo,78,14
2009,29012,Castelmassa,371,09
2009,29013,Castelnovo Bariano,80,35
2009,29014,Ceneselli,66,71
2009,29015,Ceregnano,127,13
2009,29017,Corbola,139,95
2009,29018,Costa di Rovigo,171,12
2009,29019,Crespino,64,04
2009,29021,Ficarolo,148,37
2009,29022,Fiesso Umbertiano,160,22
2009,29023,Frassinelle Polesine,69,77
2009,29024,Fratta Polesine,132,63
2009,29025,Gaiba,93,14
2009,29026,Gavello,68,48
2009,29027,Giacciano con Baruchella,121,52
2009,29028,Guarda Veneta,69,94
2009,29029,Lendinara,221,06
2009,29030,Loreo,94,24
2009,29031,Lusia,203,28
2009,29032,Melara,108,92
2009,29033,Occhiobello,349,79
2009,29034,Papozze,77,06
2009,29035,Pettorazza Grimani,79,4
2009,29036,Pincara,71,4
2009,29037,Polesella,251,99
2009,29038,Pontecchio Polesine,171,39
2009,29039,Porto Tolle,44,78
2009,29040,Rosolina,88,85
2009,29041,Rovigo,479,91
2009,29042,Salara,85,24
2009,29043,San Bellino,76,46
2009,29044,San Martino di Venezze,130,06
2009,29045,Stienta,137,84
2009,29046,Taglio di Po,108,03
2009,29047,Trecenta,85,98
2009,29048,Villadose,161,32
2009,29049,Villamarzana,88,94
2009,29050,Villanova del Ghebbo,184,66
2009,29051,Villanova Marchesana,59,67
2009,29052,Porto Viro,110,28
2010,23001,Affi,238,59
2010,23002,Albaredo d'Adige,188,4
2010,23003,Angiari,161,26
2010,23004,Arcole,332,61
2010,23005,Badia Calavena,99,44
2010,23006,Bardolino,123,18
2010,23007,Belfiore,114,34
2010,23008,Bevilacqua,154,13
2010,23009,Bonavigo,112,92
2010,23010,Boschi Sant'Anna,160,89
2010,23011,Bosco Chiesanuova,56,7
2010,23012,Bovolone,384,86
2010,23013,Brentino Belluno,53,43
2010,23014,Brenzone,50,74
2010,23015,Bussolengo,810,29
2010,23016,Buttapietra,405,12
2010,23017,Caldiero,724,71
2010,23018,Caprino Veronese,173,13
2010,23019,Casaleone,157,73
2010,23020,Castagnaro,117,15
2010,23021,Castel d'Azzano,1.215,98
2010,23022,Castelnuovo del Garda,364,34
2010,23023,Cavaion Veronese,421,94
2010,23024,Cazzano di Tramigna,125,93
2010,23025,Cerea,232,39
2010,23026,Cerro Veronese,242,94
2010,23027,Cologna Veneta,201,51
2010,23028,Colognola ai Colli,402,06
2010,23029,Concamarise,134,94
2010,23030,Costermano,213,85
2010,23031,Dolcè,66,52
2010,23032,Erbè,113,96
2010,23033,Erbezzo,24,29
2010,23034,Ferrara di Monte Baldo,8,4
2010,23035,Fumane,120,93
2010,23036,Garda,249,44
2010,23037,Gazzo Veronese,97,85
2010,23038,Grezzana,210,71
2010,23039,Illasi,215,68
2010,23040,Isola della Scala,165,36
2010,23041,Isola Rizza,195,3
2010,23042,Lavagno,551,22
2010,23043,Lazise,107,2
2010,23044,Legnago,321,2
2010,23045,Malcesine,55,04
2010,23046,Marano di Valpolicella,167,8
2010,23047,Mezzane di Sotto,123,42
2010,23048,Minerbe,160,24
2010,23049,Montecchia di Crosara,217,3
2010,23050,Monteforte d'Alpone,417,55
2010,23051,Mozzecane,284,17
2010,23052,Negrar,425,48
2010,23053,Nogara,224,14
2010,23054,Nogarole Rocca,118,08
2010,23055,Oppeano,200,98
2010,23056,Palù,95,19
2010,23057,Pastrengo,320,33
2010,23058,Pescantina,831,98
2010,23059,Peschiera del Garda,567,27
2010,23060,Povegliano Veronese,379,2
2010,23061,Pressana,145,54
2010,23062,Rivoli Veronese,115,35
2010,23063,Roncà,206,92
2010,23064,Ronco all'Adige,146,03
2010,23065,Roverchiara,143,38
2010,23066,Roveredo di Guà,151,57
2010,23067,Roverè Veronese,60,44
2010,23068,Salizzole,122,42
2010,23069,San Bonifacio,612,8
2010,23070,San Giovanni Ilarione,204,86
2010,23071,San Giovanni Lupatoto,1.281,16
2010,23072,Sanguinetto,309,19
2010,23073,San Martino Buon Albergo,404,96
2010,23074,San Mauro di Saline,51,62
2010,23075,San Pietro di Morubio,189
2010,23076,San Pietro in Cariano,645,81
2010,23077,Sant'Ambrogio di Valpolicella,495,11
2010,23078,Sant'Anna d'Alfaedo,60,8
2010,23079,San Zeno di Montagna,48,16
2010,23080,Selva di Progno,23,1
2010,23081,Soave,307,31
2010,23082,Sommacampagna,362,44
2010,23083,Sona,416,41
2010,23084,Sorgà,100,7
2010,23085,Terrazzo,113,9
2010,23086,Torri del Benaco,57,65
2010,23087,Tregnago,132,03
2010,23088,Trevenzuolo,100,56
2010,23089,Valeggio sul Mincio,225,88
2010,23090,Velo Veronese,41,2
2010,23091,Verona,1.277,04
2010,23092,Veronella,226,44
2010,23093,Vestenanova,112,01
2010,23094,Vigasio,306,43
2010,23095,Villa Bartolomea,110,43
2010,23096,Villafranca di Verona,576,95
2010,23097,Zevio,264,04
2010,23098,Zimella,244,11
2010,24001,Agugliaro,96,99
2010,24002,Albettone,103,65
2010,24003,Alonte,141,03
2010,24004,Altavilla Vicentina,705,39
2010,24005,Altissimo,154,13
2010,24006,Arcugnano,191,93
2010,24007,Arsiero,80,66
2010,24008,Arzignano,759,36
2010,24009,Asiago,39,79
2010,24010,Asigliano Veneto,110
2010,24011,Barbarano Vicentino,234,8
2010,24012,Bassano del Grappa,930,34
2010,24013,Bolzano Vicentino,325,15
2010,24014,Breganze,401,24
2010,24015,Brendola,263,57
2010,24016,Bressanvido,364,3
2010,24017,Brogliano,312,68
2010,24018,Caldogno,705,69
2010,24019,Caltrano,116,12
2010,24020,Calvene,116,09
2010,24021,Camisano Vicentino,352,13
2010,24022,Campiglia dei Berici,163,49
2010,24023,Campolongo sul Brenta,85,46
2010,24024,Carrè,421,26
2010,24025,Cartigliano,510,67
2010,24026,Cassola,1.126,06
2010,24027,Castegnero,245,09
2010,24028,Castelgomberto,357,51
2010,24029,Chiampo,570,31
2010,24030,Chiuppano,572,83
2010,24031,Cismon del Grappa,28,13
2010,24032,Cogollo del Cengio,94,86
2010,24033,Conco,80,29
2010,24034,Cornedo Vicentino,512,43
2010,24035,Costabissara,540,23
2010,24036,Creazzo,1.049,63
2010,24037,Crespadoro,50,23
2010,24038,Dueville,699,75
2010,24039,Enego,35,32
2010,24040,Fara Vicentino,261,31
2010,24041,Foza,20,57
2010,24042,Gallio,52,16
2010,24043,Gambellara,263,57
2010,24044,Gambugliano,105,25
2010,24045,Grancona,153,09
2010,24046,Grisignano di Zocco,254,71
2010,24047,Grumolo delle Abbadesse,254,9
2010,24048,Isola Vicentina,361,29
2010,24049,Laghi,5,72
2010,24050,Lastebasse,12,29
2010,24051,Longare,248,72
2010,24052,Lonigo,330,4
2010,24053,Lugo di Vicenza,258,15
2010,24054,Lusiana,82,16
2010,24055,Malo,476,57
2010,24056,Marano Vicentino,774,41
2010,24057,Marostica,377,7
2010,24058,Mason Vicentino,294,75
2010,24059,Molvena,356,62
2010,24060,Montebello Vicentino,306,07
2010,24061,Montecchio Maggiore,773,39
2010,24062,Montecchio Precalcino,347,27
2010,24063,Monte di Malo,122,35
2010,24064,Montegalda,189,6
2010,24065,Montegaldella,133,31
2010,24066,Monteviale,305,83
2010,24067,Monticello Conte Otto,909,8
2010,24068,Montorso Vicentino,346,3
2010,24069,Mossano,127,93
2010,24070,Mussolente,503,9
2010,24071,Nanto,210,97
2010,24072,Nogarole Vicentino,126,89
2010,24073,Nove,628,4
2010,24074,Noventa Vicentina,387,96
2010,24075,Orgiano,175,91
2010,24076,Pedemonte,60,55
2010,24077,Pianezze,416
2010,24078,Piovene Rocchette,648,14
2010,24079,Poiana Maggiore,158,49
2010,24080,Posina,13,69
2010,24081,Pove del Grappa,320,82
2010,24082,Pozzoleone,250
2010,24083,Quinto Vicentino,331,21
2010,24084,Recoaro Terme,113,73
2010,24085,Roana,54,67
2010,24086,Romano d'Ezzelino,680,05
2010,24087,Rosà,579,43
2010,24088,Rossano Veneto,743,83
2010,24089,Rotzo,22,37
2010,24090,Salcedo,167,38
2010,24091,Sandrigo,309,46
2010,24092,San Germano dei Berici,75,23
2010,24093,San Nazario,76,98
2010,24094,San Pietro Mussolino,385,48
2010,24095,Santorso,443,64
2010,24096,San Vito di Leguzzano,586,72
2010,24097,Sarcedo,385,22
2010,24098,Sarego,275,61
2010,24099,Schiavon,216,5
2010,24100,Schio,589,66
2010,24101,Solagna,119,87
2010,24102,Sossano,213,19
2010,24103,Sovizzo,446,11
2010,24104,Tezze sul Brenta,698,22
2010,24105,Thiene,1.187,12
2010,24106,Tonezza del Cimone,40,9
2010,24107,Torrebelvicino,288,62
2010,24108,Torri di Quartesolo,638,45
2010,24110,Trissino,396,3
2010,24111,Valdagno,536,71
2010,24112,Valdastico,60,08
2010,24113,Valli del Pasubio,68,68
2010,24114,Valstagna,74,8
2010,24115,Velo d'Astico,111,18
2010,24116,Vicenza,1.438,3
2010,24117,Villaga,84,91
2010,24118,Villaverla,397,71
2010,24119,Zanè,868,29
2010,24120,Zermeghedo,460
2010,24121,Zovencedo,89,45
2010,24122,Zugliano,489,35
2010,25001,Agordo,178,48
2010,25002,Alano di Piave,83,51
2010,25003,Alleghe,45,44
2010,25004,Arsiè,39
2010,25005,Auronzo di Cadore,15,92
2010,25006,Belluno,248,63
2010,25007,Borca di Cadore,30,59
2010,25008,Calalzo di Cadore,51,75
2010,25009,Castellavazzo,86,97
2010,25010,Cencenighe Agordino,78,78
2010,25011,Cesiomaggiore,50,94
2010,25012,Chies d'Alpago,32,14
2010,25013,Cibiana di Cadore,20,69
2010,25014,Colle Santa Lucia,25,99
2010,25015,Comelico Superiore,24,67
2010,25016,Cortina d'Ampezzo,23,96
2010,25017,Danta di Cadore,64,25
2010,25018,Domegge di Cadore,51,59
2010,25019,Falcade,38,82
2010,25020,Farra d'Alpago,68,23
2010,25021,Feltre,207,99
2010,25022,Fonzaso,121,05
2010,25023,Canale d'Agordo,26,03
2010,25024,Forno di Zoldo,32,08
2010,25025,Gosaldo,15,09
2010,25026,Lamon,57,43
2010,25027,La Valle Agordina,23,86
2010,25028,Lentiai,79,71
2010,25029,Limana,128,24
2010,25030,Livinallongo del Col di Lana,14,18
2010,25031,Longarone,38,89
2010,25032,Lorenzago di Cadore,20,98
2010,25033,Lozzo di Cadore,50,26
2010,25034,Mel,73,56
2010,25035,Ospitale di Cadore,8,38
2010,25036,Pedavena,178,11
2010,25037,Perarolo di Cadore,8,94
2010,25038,Pieve d'Alpago,78,13
2010,25039,Pieve di Cadore,60,32
2010,25040,Ponte nelle Alpi,147,12
2010,25041,Puos d'Alpago,182,54
2010,25042,Quero,90,25
2010,25043,Rivamonte Agordino,29,22
2010,25044,Rocca Pietore,17,42
2010,25045,San Gregorio nelle Alpi,85,05
2010,25046,San Nicolò di Comelico,16,68
2010,25047,San Pietro di Cadore,32,87
2010,25048,Santa Giustina,189,42
2010,25049,San Tomaso Agordino,36,25
2010,25050,Santo Stefano di Cadore,26,75
2010,25051,San Vito di Cadore,29,66
2010,25052,Sappada,20,81
2010,25053,Sedico,108,62
2010,25054,Selva di Cadore,15,66
2010,25055,Seren del Grappa,41,84
2010,25056,Sospirolo,49,18
2010,25057,Soverzene,28,84
2010,25058,Sovramonte,30,33
2010,25059,Taibon Agordino,19,81
2010,25060,Tambre,31,16
2010,25061,Trichiana,109,82
2010,25062,Vallada Agordina,39,02
2010,25063,Valle di Cadore,50,36
2010,25064,Vas,47,98
2010,25065,Vigo di Cadore,21,97
2010,25066,Vodo Cadore,19,66
2010,25067,Voltago Agordino,40,35
2010,25068,Zoldo Alto,16,68
2010,25069,Zoppè di Cadore,61,59
2010,26001,Altivole,310,77
2010,26002,Arcade,524,64
2010,26003,Asolo,368,02
2010,26004,Borso del Grappa,177,67
2010,26005,Breda di Piave,306,72
2010,26006,Caerano di San Marco,665,29
2010,26007,Cappella Maggiore,420,36
2010,26008,Carbonera,565
2010,26009,Casale sul Sile,475,43
2010,26010,Casier,821,7
2010,26011,Castelcucco,252,27
2010,26012,Castelfranco Veneto,662,87
2010,26013,Castello di Godego,394,56
2010,26014,Cavaso del Tomba,158,47
2010,26015,Cessalto,136,7
2010,26016,Chiarano,186,4
2010,26017,Cimadolmo,195,96
2010,26018,Cison di Valmarino,94,79
2010,26019,Codognè,248,2
2010,26020,Colle Umberto,380,88
2010,26021,Conegliano,984,79
2010,26022,Cordignano,272,56
2010,26023,Cornuda,509,03
2010,26024,Crespano del Grappa,264,19
2010,26025,Crocetta del Montello,230,68
2010,26026,Farra di Soligo,317,55
2010,26027,Follina,165,17
2010,26028,Fontanelle,162,76
2010,26029,Fonte,421,64
2010,26030,Fregona,74,66
2010,26031,Gaiarine,214,74
2010,26032,Giavera del Montello,261,86
2010,26033,Godega di Sant'Urbano,254,03
2010,26034,Gorgo al Monticano,155,09
2010,26035,Istrana,348,67
2010,26036,Loria,392,93
2010,26037,Mansuè,185,46
2010,26038,Mareno di Piave,346,76
2010,26039,Maser,191,54
2010,26040,Maserada sul Piave,325,05
2010,26041,Meduna di Livenza,196,62
2010,26042,Miane,114,72
2010,26043,Mogliano Veneto,608,55
2010,26044,Monastier di Treviso,161,61
2010,26045,Monfumo,128,67
2010,26046,Montebelluna,636,35
2010,26047,Morgano,368,05
2010,26048,Moriago della Battaglia,200,14
2010,26049,Motta di Livenza,285,59
2010,26050,Nervesa della Battaglia,195,17
2010,26051,Oderzo,475,87
2010,26052,Ormelle,238,4
2010,26053,Orsago,362,24
2010,26054,Paderno del Grappa,112,56
2010,26055,Paese,577,55
2010,26056,Pederobba,259,45
2010,26057,Pieve di Soligo,639,95
2010,26058,Ponte di Piave,253,32
2010,26059,Ponzano Veneto,557,51
2010,26060,Portobuffolè,160,8
2010,26061,Possagno,184,63
2010,26062,Povegliano,391,62
2010,26063,Preganziol,743,45
2010,26064,Quinto di Treviso,518,21
2010,26065,Refrontolo,142,21
2010,26066,Resana,374,04
2010,26067,Revine Lago,121,02
2010,26068,Riese Pio X,357,52
2010,26069,Roncade,228,19
2010,26070,Salgareda,246,03
2010,26071,San Biagio di Callalta,274,93
2010,26072,San Fior,389,89
2010,26073,San Pietro di Feletto,277,74
2010,26074,San Polo di Piave,240,24
2010,26075,Santa Lucia di Piave,453,87
2010,26076,San Vendemiano,548,42
2010,26077,San Zenone degli Ezzelini,372,95
2010,26078,Sarmede,178,88
2010,26079,Segusino,109,06
2010,26080,Sernaglia della Battaglia,313,2
2010,26081,Silea,541,07
2010,26082,Spresiano,457,62
2010,26083,Susegana,273,98
2010,26084,Tarzo,194,16
2010,26085,Trevignano,398,98
2010,26086,Treviso,1.492,02
2010,26087,Valdobbiadene,178,43
2010,26088,Vazzola,273,35
2010,26089,Vedelago,270,31
2010,26090,Vidor,282,89
2010,26091,Villorba,589,67
2010,26092,Vittorio Veneto,350,65
2010,26093,Volpago del Montello,224,25
2010,26094,Zenson di Piave,190,1
2010,26095,Zero Branco,420,57
2010,27001,Annone Veneto,154,84
2010,27002,Campagna Lupia,79,73
2010,27003,Campolongo Maggiore,438,3
2010,27004,Camponogara,605,51
2010,27005,Caorle,79,47
2010,27006,Cavarzere,106,65
2010,27007,Ceggia,284,82
2010,27008,Chioggia,273,62
2010,27009,Cinto Caomaggiore,154,74
2010,27010,Cona,49,44
2010,27011,Concordia Sagittaria,156,21
2010,27012,Dolo,627,6
2010,27013,Eraclea,134,73
2010,27014,Fiesso d'Artico,1.235,87
2010,27015,Fossalta di Piave,435,26
2010,27016,Fossalta di Portogruaro,191,8
2010,27017,Fossò,674,65
2010,27018,Gruaro,164,59
2010,27019,Jesolo,267,79
2010,27020,Marcon,622,58
2010,27021,Martellago,1.058,66
2010,27022,Meolo,245,92
2010,27023,Mira,393,85
2010,27024,Mirano,593,79
2010,27025,Musile di Piave,257,29
2010,27026,Noale,631,67
2010,27027,Noventa di Piave,378,4
2010,27028,Pianiga,596,35
2010,27029,Portogruaro,248,68
2010,27030,Pramaggiore,194,79
2010,27031,Quarto d'Altino,291,21
2010,27032,Salzano,739,94
2010,27033,San Donà di Piave,528,49
2010,27034,San Michele al Tagliamento,107,77
2010,27035,Santa Maria di Sala,617,07
2010,27036,San Stino di Livenza,192,19
2010,27037,Scorzè,572,13
2010,27038,Spinea,1.802,73
2010,27039,Stra,860,68
2010,27040,Teglio Veneto,201,39
2010,27041,Torre di Mosto,124,44
2010,27042,Venezia,651,32
2010,27043,Vigonovo,787,34
2010,27044,Cavallino-Treporti,300,51
2010,28001,Abano Terme,913,24
2010,28002,Agna,181,49
2010,28003,Albignasego,1.108,76
2010,28004,Anguillara Veneta,215,07
2010,28005,Arquà Petrarca,148,8
2010,28006,Arre,175,73
2010,28007,Arzergrande,349,63
2010,28008,Bagnoli di Sopra,107,79
2010,28009,Baone,126,97
2010,28010,Barbona,85,93
2010,28011,Battaglia Terme,639,84
2010,28012,Boara Pisani,158,61
2010,28013,Borgoricco,413,56
2010,28014,Bovolenta,149,07
2010,28015,Brugine,355,51
2010,28016,Cadoneghe,1.250,47
2010,28017,Campodarsego,548,48
2010,28018,Campodoro,244,38
2010,28019,Camposampiero,578,72
2010,28020,Campo San Martino,441,53
2010,28021,Candiana,112,84
2010,28022,Carceri,166,6
2010,28023,Carmignano di Brenta,517,82
2010,28026,Cartura,287,22
2010,28027,Casale di Scodosia,230,57
2010,28028,Casalserugo,355,74
2010,28029,Castelbaldo,108,75
2010,28030,Cervarese Santa Croce,328,51
2010,28031,Cinto Euganeo,104,92
2010,28032,Cittadella,545,63
2010,28033,Codevigo,91,6
2010,28034,Conselve,433,31
2010,28035,Correzzola,131,15
2010,28036,Curtarolo,485,03
2010,28037,Este,512,38
2010,28038,Fontaniva,400,44
2010,28039,Galliera Veneta,793,44
2010,28040,Galzignano Terme,243,74
2010,28041,Gazzo,188,63
2010,28042,Grantorto,333,62
2010,28043,Granze,177,54
2010,28044,Legnaro,576,78
2010,28045,Limena,516
2010,28046,Loreggia,382,05
2010,28047,Lozzo Atestino,134,71
2010,28048,Maserà di Padova,518,34
2010,28049,Masi,131,09
2010,28050,Massanzago,445,83
2010,28051,Megliadino San Fidenzio,127,76
2010,28052,Megliadino San Vitale,135,83
2010,28053,Merlara,133,46
2010,28054,Mestrino,569,22
2010,28055,Monselice,348,83
2010,28056,Montagnana,210,75
2010,28057,Montegrotto Terme,730,78
2010,28058,Noventa Padovana,1.516,94
2010,28059,Ospedaletto Euganeo,277,71
2010,28060,Padova,2.305,68
2010,28061,Pernumia,300,61
2010,28062,Piacenza d'Adige,75,65
2010,28063,Piazzola sul Brenta,270,7
2010,28064,Piombino Dese,320,1
2010,28065,Piove di Sacco,545,31
2010,28066,Polverara,307,88
2010,28067,Ponso,224,31
2010,28068,Pontelongo,364,63
2010,28069,Ponte San Nicolò,987,04
2010,28070,Pozzonovo,150,78
2010,28071,Rovolon,173,44
2010,28072,Rubano,1.068,9
2010,28073,Saccolongo,358,83
2010,28074,Saletto,254,72
2010,28075,San Giorgio delle Pertiche,533,46
2010,28076,San Giorgio in Bosco,223,81
2010,28077,San Martino di Lupari,544,57
2010,28078,San Pietro in Gu,259,72
2010,28079,San Pietro Viminario,225,56
2010,28080,Santa Giustina in Colle,400,45
2010,28081,Santa Margherita d'Adige,185,67
2010,28082,Sant'Angelo di Piove di Sacco,517,79
2010,28083,Sant'Elena,266,85
2010,28084,Sant'Urbano,68,49
2010,28085,Saonara,746,15
2010,28086,Selvazzano Dentro,1.138,01
2010,28087,Solesino,702,82
2010,28088,Stanghella,223,5
2010,28089,Teolo,287,75
2010,28090,Terrassa Padovana,177,28
2010,28091,Tombolo,746,67
2010,28092,Torreglia,333,88
2010,28093,Trebaseleghe,412,25
2010,28094,Tribano,231,35
2010,28095,Urbana,129,53
2010,28096,Veggiano,278,33
2010,28097,Vescovana,76,32
2010,28098,Vighizzolo d'Este,55,52
2010,28099,Vigodarzere,646,88
2010,28100,Vigonza,662,91
2010,28101,Villa del Conte,319,65
2010,28102,Villa Estense,146,56
2010,28103,Villafranca Padovana,413,49
2010,28104,Villanova di Camposampiero,483,85
2010,28105,Vo,166,47
2010,28106,Due Carrare,337,03
2010,29001,Adria,180,1
2010,29002,Ariano nel Polesine,57,55
2010,29003,Arquà Polesine,142,5
2010,29004,Badia Polesine,244,16
2010,29005,Bagnolo di Po,67,01
2010,29006,Bergantino,143,79
2010,29007,Bosaro,261,5
2010,29008,Calto,75,18
2010,29009,Canaro,88,9
2010,29010,Canda,67,15
2010,29011,Castelguglielmo,76,83
2010,29012,Castelmassa,367,9
2010,29013,Castelnovo Bariano,78,94
2010,29014,Ceneselli,65,56
2010,29015,Ceregnano,126,87
2010,29017,Corbola,137,93
2010,29018,Costa di Rovigo,170,12
2010,29019,Crespino,63,64
2010,29021,Ficarolo,147,58
2010,29022,Fiesso Umbertiano,159,08
2010,29023,Frassinelle Polesine,69,91
2010,29024,Fratta Polesine,133,01
2010,29025,Gaiba,92,81
2010,29026,Gavello,68,98
2010,29027,Giacciano con Baruchella,122,07
2010,29028,Guarda Veneta,70,12
2010,29029,Lendinara,219,87
2010,29030,Loreo,94,32
2010,29031,Lusia,205,03
2010,29032,Melara,108,75
2010,29033,Occhiobello,354,88
2010,29034,Papozze,76,88
2010,29035,Pettorazza Grimani,79,02
2010,29036,Pincara,71,97
2010,29037,Polesella,253,07
2010,29038,Pontecchio Polesine,178
2010,29039,Porto Tolle,44,51
2010,29040,Rosolina,89,07
2010,29041,Rovigo,486,12
2010,29042,Salara,84,13
2010,29043,San Bellino,76,33
2010,29044,San Martino di Venezze,130,1
2010,29045,Stienta,139,17
2010,29046,Taglio di Po,108,06
2010,29047,Trecenta,85,81
2010,29048,Villadose,160,21
2010,29049,Villamarzana,86,88
2010,29050,Villanova del Ghebbo,185,76
2010,29051,Villanova Marchesana,57,53
2010,29052,Porto Viro,110,74
2011,23001,Affi,231,72
2011,23002,Albaredo d'Adige,186,52
2011,23003,Angiari,160,96
2011,23004,Arcole,327,07
2011,23005,Badia Calavena,99,03
2011,23006,Bardolino,122,23
2011,23007,Belfiore,113,77
2011,23008,Bevilacqua,145,7
2011,23009,Bonavigo,112,92
2011,23010,Boschi Sant'Anna,162,56
2011,23011,Bosco Chiesanuova,54,85
2011,23012,Bovolone,381,59
2011,23013,Brentino Belluno,53,02
2011,23014,Brenzone,49,76
2011,23015,Bussolengo,803,33
2011,23016,Buttapietra,399,53
2011,23017,Caldiero,713,85
2011,23018,Caprino Veronese,170,17
2011,23019,Casaleone,154,54
2011,23020,Castagnaro,113,26
2011,23021,Castel d'Azzano,1.206,19
2011,23022,Castelnuovo del Garda,353,79
2011,23023,Cavaion Veronese,426,67
2011,23024,Cazzano di Tramigna,126,26
2011,23025,Cerea,230,68
2011,23026,Cerro Veronese,237,84
2011,23027,Cologna Veneta,199,74
2011,23028,Colognola ai Colli,390,38
2011,23029,Concamarise,136,96
2011,23030,Costermano,213,14
2011,23031,Dolcè,65,1
2011,23032,Erbè,115,85
2011,23033,Erbezzo,23,58
2011,23034,Ferrara di Monte Baldo,8,14
2011,23035,Fumane,121,02
2011,23036,Garda,247,08
2011,23037,Gazzo Veronese,96,16
2011,23038,Grezzana,208,21
2011,23039,Illasi,212,76
2011,23040,Isola della Scala,163,52
2011,23041,Isola Rizza,194,29
2011,23042,Lavagno,552,86
2011,23043,Lazise,103,09
2011,23044,Legnago,312,77
2011,23045,Malcesine,53,83
2011,23046,Marano di Valpolicella,166,13
2011,23047,Mezzane di Sotto,125,1
2011,23048,Minerbe,157,44
2011,23049,Montecchia di Crosara,210,52
2011,23050,Monteforte d'Alpone,411,62
2011,23051,Mozzecane,285,47
2011,23052,Negrar,418,52
2011,23053,Nogara,220,8
2011,23054,Nogarole Rocca,118,53
2011,23055,Oppeano,201,23
2011,23056,Palù,94,74
2011,23057,Pastrengo,321,89
2011,23058,Pescantina,828,48
2011,23059,Peschiera del Garda,531,93
2011,23060,Povegliano Veronese,377,59
2011,23061,Pressana,144,01
2011,23062,Rivoli Veronese,115,78
2011,23063,Roncà,206,21
2011,23064,Ronco all'Adige,144,84
2011,23065,Roverchiara,138,59
2011,23066,Roveredo di Guà,151,86
2011,23067,Roverè Veronese,58,25
2011,23068,Salizzole,122,68
2011,23069,San Bonifacio,599,2
2011,23070,San Giovanni Ilarione,202,09
2011,23071,San Giovanni Lupatoto,1.275,19
2011,23072,Sanguinetto,303,38
2011,23073,San Martino Buon Albergo,404,5
2011,23074,San Mauro di Saline,49,82
2011,23075,San Pietro di Morubio,189,69
2011,23076,San Pietro in Cariano,637,24
2011,23077,Sant'Ambrogio di Valpolicella,485,53
2011,23078,Sant'Anna d'Alfaedo,58,42
2011,23079,San Zeno di Montagna,48,3
2011,23080,Selva di Progno,22,45
2011,23081,Soave,304,8
2011,23082,Sommacampagna,357,41
2011,23083,Sona,413,16
2011,23084,Sorgà,98,92
2011,23085,Terrazzo,111,37
2011,23086,Torri del Benaco,54,98
2011,23087,Tregnago,131,47
2011,23088,Trevenzuolo,100,93
2011,23089,Valeggio sul Mincio,224,05
2011,23090,Velo Veronese,40,63
2011,23091,Verona,1.218,39
2011,23092,Veronella,225,38
2011,23093,Vestenanova,109,37
2011,23094,Vigasio,307,05
2011,23095,Villa Bartolomea,109,49
2011,23096,Villafranca di Verona,570,14
2011,23097,Zevio,264,02
2011,23098,Zimella,239,36
2011,24001,Agugliaro,96,78
2011,24002,Albettone,101,23
